Year Installed,Month Installed,Object ID,Address,Location,Street,Placement,Number of Racks,Number of Spaces,Last Edited Date,Geom
2010,0,2543,3001 TARAVAL ST,Walgreens,TARAVAL,SIDEWALK,1,2,,"(37.7417889482, -122.498710009)"
2010,0,2544,5201 GEARY BLVD,Wiggle Rack,GEARY,SIDEWALK,1,2,,"(37.7802479476, -122.475266009)"
2010,0,2545,1555 IRVING ST,Woodside International School,IRVING,SIDEWALK,1,2,,"(37.7634319478, -122.474748008)"
2011,0,2546,1801 GREEN ST,Golden Gate Valley Branch Library,GREEN,SIDEWALK,7,14,,"(37.7967889483, -122.429023009)"
2011,8,2547,180 NEW MONTGOMERY ST,Art Academy University,NEW MONTGOMERY,SIDEWALK,4,8,,"(37.7862509475, -122.399521009)"
2011,1,2548,315 LINDEN ST,Blue Bottle Cafe,LINDEN,SIDEWALK,2,4,,"(37.7762249478, -122.423337008)"
2011,0,2549,3600 16TH ST,Lookout and Squat & Gobble,16TH ST,SIDEWALK,2,4,,"(37.7643909483, -122.433406009)"
2011,3,2550,1694 UNION ST,Mudpie,UNION,SIDEWALK,2,4,,"(37.7983729479, -122.427100008)"
2011,4,2551,24 SHOTWELL ST,Yoga Tree,SHOTWELL,SIDEWALK,2,4,,"(37.7679869482, -122.416973008)"
2011,3,2552,335 SOUTH VAN NESS AVE,POWER,S VAN NESS,SIDEWALK,1,2,,"(37.7678319483, -122.417382009)"
2011,5,2553,2262 MARKET ST,Bio Scrip,MARKET,SIDEWALK,1,2,,"(37.7651599478, -122.432476008)"
2011,8,2554,4147 19TH ST,Spunk Salon,19TH ST,SIDEWALK,1,2,,"(37.7590339482, -122.435790009)"
2011,12,2555,56 GRANT AVE,Ted Baker,GRANT,SIDEWALK,1,2,,"(37.7875111176, -122.404702708)"
2011,11,2556,929 BUSH ST,Tina's Salon,BUSH ST,SIDEWALK,1,2,,"(37.7894819483, -122.412592009)"
2011,11,2557,800 POST ST,Cafe Royale,POST,SIDEWALK,1,2,,"(37.7875999481, -122.415268009)"
2011,1,2558,1901 SAN JOSE AVE,Roxie Food Center,SAN JOSE,SIDEWALK,1,2,,"(37.7266816682, -122.441217309)"
2011,6,2559,461 CORTLAND AVE,Bernal Yoga,CORTLAND,SIDEWALK,1,2,,"(37.7392639481, -122.416697009)"
2011,2,2560,3200 16TH ST,Elixir Bar,16TH ST,SIDEWALK,1,2,,"(37.7649921282, -122.424330508)"
2011,1,2561,1794 SAN JOSE AVE,Mission Dental,SAN JOSE,SIDEWALK,1,2,,"(37.7291969478, -122.440091009)"
2011,4,2562,76 MOSS ST,Mission Rehearsal Studios,MOSS,SIDEWALK,1,2,,"(37.7774179477, -122.407890009)"
2011,2,2563,302 VALENCIA ST,The Skunk Funk,VALENCIA,SIDEWALK,1,2,,"(37.7678549477, -122.422484009)"
2012,4,2564,960 04TH ST,Mission Bay Public Library,04TH ST,SIDEWALK,6,12,,"(37.774703948, -122.394083009)"
2012,2,2565,201 BERRY ST,Philz Coffee,BERRY,SIDEWALK,3,6,,"(37.774703948, -122.394083009)"
2012,12,2566,175 04TH ST,Jillian's,04TH ST,SIDEWALK,3,6,,"(37.7839956677, -122.403351909)"
2012,4,2567,1150 OCEAN AVE,Avalon at Ocean,OCEAN,SIDEWALK,3,6,,"(37.7239729481, -122.454994008)"
2012,0,2568,680 WASHINGTON ST,City College of SF Chinatown North Beach Campus,WASHINGTON,SIDEWALK,3,6,,"(37.7953739478, -122.404753009)"
2012,2,2569,2049 GROVE ST,New Traditions Elementary School,GROVE,SIDEWALK,2,4,,"(37.7738849477, -122.450267008)"
2012,4,2570,1150 OCEAN AVE,Avalon at Ocean,OCEAN,SIDEWALK,2,4,,"(37.7239729481, -122.454994008)"
2012,4,2571,1345 TURK ST,residential,TURK,SIDEWALK,2,4,,"(37.7803179482, -122.431231009)"
2012,2,2572,2049 GROVE ST,New Traditions Elementary School,GROVE,SIDEWALK,1,2,,"(37.7738849477, -122.450267008)"
2012,2,2573,2704 24TH ST,Nutrition & Kids,24TH ST,SIDEWALK,1,2,,"(37.7531479478, -122.406691009)"
2012,4,2574,2 SOUTH PARK,Jeremy's Department Store,SOUTH PARK AVE,SIDEWALK,1,2,,"(37.782423948, -122.393236008)"
2012,4,2575,11 SOUTH VAN NESS AVE,SFMTA Customer Service,S VAN NESS,SIDEWALK,1,2,,"(37.7748619783, -122.418580609)"
2012,10,2576,261 FELL ST,Advent of Christ the King,Fell,SIDEWALK,1,2,,"(37.775780948, -122.422067008)"
2012,0,2577,525 GOLDEN GATE AVE,SFPUC,GOLDEN GATE,SIDEWALK,1,2,,"(37.7809289479, -122.419174009)"
2013,11,2578,845 MARKET ST,Juicy Couture and Timberland,MARKET,SIDEWALK,5,10,,"(37.7841003382, -122.406144608)"
2013,1,2579,800 HOWARD ST,Moscone West,HOWARD,SIDEWALK,3,6,,"(37.7829199475, -122.404874009)"
2013,1,2580,1527 STOCKTON ST,ROMA Design,STOCKTON,SIDEWALK,3,6,,"(37.8000659483, -122.409416009)"
2013,1,2581,124 02ND ST,Patelco Credit Union,02ND ST,SIDEWALK,2,4,,"(37.7875139482, -122.399566009)"
2013,1,2582,7 03RD ST,Starbucks,03RD ST,SIDEWALK,2,4,,"(37.7874103881, -122.403033209)"
2013,1,2583,685 MARKET ST,La Boulange Cafe & Bakery,MARKET,SIDEWALK,2,4,,"(37.7876459482, -122.402759008)"
2013,1,2584,721 MARKET ST,Super Duper Burger,MARKET,SIDEWALK,2,4,,"(37.7868559479, -122.403905009)"
2013,11,2585,825 MARKET ST,Walgreens,MARKET,SIDEWALK,2,4,,"(37.7848026382, -122.406070809)"
2013,11,2586,1355 MARKET ST,Twitter,MARKET,SIDEWALK,2,4,,"(37.7767359482, -122.416395009)"
2013,1,2587,33 03RD ST,Office Depot,03RD ST,SIDEWALK,1,2,,"(37.787172948, -122.402401009)"
2013,1,2588,53 03RD ST,California Pizza Kitchen,03RD ST,SIDEWALK,1,2,,"(37.787172948, -122.402401009)"
2013,1,2589,330 CLEMENTINA ST,Clementina Towers,CLEMENTINA,SIDEWALK,1,2,,"(37.7821769482, -122.402758008)"
2013,1,2590,701 FOLSOM ST,Chai-Am Thai Restaurant,FOLSOM,SIDEWALK,1,2,,"(37.7831801977, -122.399082308)"
2013,1,2591,795 FOLSOM ST,Subway,FOLSOM,SIDEWALK,1,2,,"(37.7820569483, -122.400865009)"
2013,1,2592,400 02ND ST,Dmax Imaging,HARRISON,SIDEWALK,1,2,,"(37.7838979476, -122.395234009)"
2013,1,2593,1 HAWTHORNE ST,One Hawthorne,HAWTHORNE,SIDEWALK,1,2,,"(37.7857689476, -122.398876009)"
2013,1,2594,691 MARKET ST,Limited Edition Speakeasy,MARKET,SIDEWALK,1,2,,"(37.787409948, -122.403033009)"
2003,0,2595,736 MISSION ST,Contemporary Jewish Museum,MISSION,SIDEWALK,1,2,,"(37.7859089477, -122.403364009)"
2013,5,2596,665 VALENCIA ST,Mau Restaurant,Valencia,SIDEWALK,1,2,,"(37.762229948, -122.421347009)"
2013,5,2597,1198 GUERRERO ST,24 Guerrero Cleaners,24TH ST,SIDEWALK,1,2,,"(37.752100948, -122.423204009)"
2013,10,2598,3225 FILLMORE ST,FedEx,FILLMORE,SIDEWALK,1,2,,"(37.7992579478, -122.436189009)"
2013,11,2599,520 CLEMENT ST,Green Apple Books,CLEMENT,SIDEWALK,1,2,,"(37.7831889482, -122.464885008)"
2013,6,2600,542 DIVISADERO ST,Bi Rite Market,DIVISADERO,SIDEWALK,1,2,,"(37.774703918, -122.437400308)"
2013,10,2601,1170 MARKET ST,The Art Institute of California,MARKET,SIDEWALK,1,2,,"(37.7794969478, -122.414301008)"
2014,6,2602,2295 HARRISON ST,Mission Cliffs,HARRISON,SIDEWALK,5,21,,"(37.7609159477, -122.412334008)"
2014,9,2603,500 HOWARD ST,Foundry Square and Specialty's Cafe,01ST ST,SIDEWALK,2,4,,"(37.7884229477, -122.396569009)"
2014,9,2604,1422 MARKET ST,Littlejohn's Candies,MARKET,SIDEWALK,2,4,,"(37.7763299477, -122.418218008)"
2014,7,2605,3625 BALBOA ST,Hockey Haven,BALBOA ST,SIDEWALK,1,2,,"(37.7754445679, -122.497801408)"
2014,7,2606,3630 BALBOA ST,Balboa Theatre,BALBOA ST,SIDEWALK,1,2,,"(37.7758999479, -122.497980008)"
2014,7,2607,3300 BALBOA ST,Multicultural Preschool,BALBOA ST,SIDEWALK,1,2,,"(37.776099178, -122.494298909)"
2014,9,2608,500 HOWARD ST,Foundry Square and Specialty's Cafe,HOWARD,SIDEWALK,1,2,,"(37.7884229477, -122.396569009)"
2014,9,2609,3911 JUDAH ST,Mango Medley,JUDAH,SIDEWALK,1,2,,"(37.7603644382, -122.504017309)"
2014,9,2610,3927 JUDAH ST,Karen Luu Home Couture,JUDAH,SIDEWALK,1,2,,"(37.7602486277, -122.504303708)"
2014,9,2611,4115 JUDAH ST,H & B Day Spa,JUDAH,SIDEWALK,1,2,,"(37.7601615379, -122.506273808)"
2015,7,2612,701 MISSION ST,YBCA,MISSION ST,SIDEWALK,1,2,,"(37.7857983478, -122.402423808)"
2015,1,2613,3092 16TH ST,Yo Yo Restaurant,VALENCIA,SIDEWALK,2,4,,"(37.765190048, -122.421730709)"
2015,1,2614,182 06TH AVE,Yoga Tree,06TH AVE,SIDEWALK,2,4,,"(37.7853378479, -122.464431408)"
2015,7,2615,606 FOLSOM ST,Zare at Fly Trap,FOLSOM,SIDEWALK,1,2,,"(37.7855349482, -122.397125009)"
2013,11,2616,789 MISSION ST,City Target and Starbucks and Active Apparel,MISSION,SIDEWALK,4,8,,"(37.7847723478, -122.403559809)"
2015,1,2617,4565 MISSION ST,Zeng's Massage Therapy,MISSION ST,SIDEWALK,1,2,,"(37.7251499478, -122.434150008)"
2015,1,2618,4040 24TH ST,Zephyr Real Estate,24TH ST,SIDEWALK,1,2,,"(37.751619948, -122.432742009)"
2015,7,2619,826 FOLSOM ST,Zero Zero,FOLSOM,SIDEWALK,3,6,,"(37.7816359478, -122.402048009)"
0,0,2620,777 VALENCIA ST,multiple,VALENCIA,SIDEWALK,9,18,,"(37.7605649478, -122.421188009)"
0,0,2621,546 VALENCIA ST,Puero Alegre restaurant,VALENCIA,SIDEWALK,7,14,,"(37.7641379477, -122.422109008)"
0,0,2622,559 VALENCIA ST,Curtis Hotel,VALENCIA,SIDEWALK,6,12,,"(37.7640099479, -122.421505009)"
0,0,2623,3049 20TH ST,Atlas Cafe,20TH ST,SIDEWALK,6,12,,"(37.758861948, -122.411406009)"
0,0,2624,630 VALENCIA ST,SFPD Mission Station,VALENCIA,SIDEWALK,6,12,,"(37.762847948, -122.422005009)"
0,0,2625,766 VALENCIA ST,Mission Bicycle Company,VALENCIA,SIDEWALK,5,10,,"(37.7606489483, -122.421795009)"
0,0,2626,501 VALENCIA ST,K & H Liquors,VALENCIA,SIDEWALK,5,10,,"(37.7649089479, -122.421889009)"
0,0,2627,1849 GEARY BLVD,US Post Office,GEARY,SIDEWALK,5,10,,"(37.7838289482, -122.433510008)"
0,0,2628,450 RHODE ISLAND ST,Whole Foods,RHODE ISLAND,SIDEWALK,5,10,,"(37.7641129482, -122.402987008)"
0,0,2629,172 CHURCH ST,Golden Produce Market,CHURCH,SIDEWALK,4,8,,"(37.7681709481, -122.429378009)"
0,0,2630,500 VALENCIA ST,Money Mart,VALENCIA,SIDEWALK,4,8,,"(37.7646639483, -122.422160009)"
0,0,2631,351 SHOTWELL ST,ODC Dance Commons,SHOTWELL,SIDEWALK,4,8,,"(37.7628109477, -122.415843009)"
0,0,2632,298 KING ST,The Beacon,KING,SIDEWALK,7,7,,"(37.7776419478, -122.393418009)"
0,0,2633,5075 03RD ST,Bayview Library Branch,03RD ST,SIDEWALK,3,6,,"(37.7324529482, -122.391023008)"
0,0,2634,None,Caltrain,IOWA,SIDEWALK,3,6,,"(37.7574099478, -122.392370009)"
0,0,2635,3101 24TH ST,Philz Coffee,24TH ST,SIDEWALK,3,6,,"(37.752329948, -122.414265009)"
0,0,2636,22 OAK ST,vacant,OAK,SIDEWALK,3,6,,"(37.7756360579, -122.419861409)"
0,0,2637,798 ARGUELLO BLVD,Velo Rouge Cafe,ARGUELLO BLVD,SIDEWALK,3,6,,"(37.7754109482, -122.458102009)"
0,0,2638,1800 MARKET ST,LGBT Community Center,MARKET,SIDEWALK,1,6,,"(37.7717775582, -122.424028308)"
0,0,2639,1255 HOWARD ST,The Packaging Store,HOWARD,SIDEWALK,2,4,,"(37.7753239481, -122.412145009)"
0,0,2640,1 ZOO RD,San Francisco Zoo,SLOAT,SIDEWALK,2,4,,"(37.7329089482, -122.503240009)"
0,0,2641,399 GROVE ST,Boxing Room,GOUGH,SIDEWALK,2,4,,"(37.7776039475, -122.422764009)"
2010,11,2642,8 MISSION ST,Hotel Vitale,MISSION,SIDEWALK,2,4,,"(37.7938349481, -122.393406009)"
0,0,2643,595 MARKET ST,Chase Bank,02ND ST,SIDEWALK,2,4,,"(37.7891821975, -122.400826309)"
0,0,2644,487 14TH ST,dreamers & make believers salon,14TH ST,SIDEWALK,2,4,,"(37.7678629483, -122.423994008)"
0,0,2645,3242 22ND ST,Escape from New York Pizza,22ND ST,SIDEWALK,2,4,,"(37.7555269477, -122.419552009)"
0,0,2646,1271 TREAT AVE,Garfield Square,HARRISON,SIDEWALK,2,4,,"(37.7502005279, -122.412235609)"
0,0,2647,2001 POST ST,Hamilton Recreation Center,POST,SIDEWALK,2,4,,"(37.7843782283, -122.436322509)"
0,0,2648,3271 16TH ST,Laughing Lotus Yoga Center,16TH ST,SIDEWALK,2,4,,"(37.7644339477, -122.425599008)"
0,0,2649,3234 22ND ST,Lolo,22ND ST,SIDEWALK,2,4,,"(37.7555269477, -122.419552009)"
0,0,2650,600 MARKET ST,multiple,MARKET ST,SIDEWALK,2,4,,"(37.7887786877, -122.402574608)"
0,0,2651,342 09TH ST,Nomadic Arts Home Furnishings,09TH ST,SIDEWALK,2,4,,"(37.7731199778, -122.411257709)"
0,0,2652,1063 MARKET ST,Oriental Restaurant,MARKET,SIDEWALK,2,4,,"(37.7808381576, -122.411370309)"
0,0,2653,3085 21ST ST,Pedal Revolution,21ST ST,SIDEWALK,2,4,,"(37.7570179483, -122.416208009)"
0,0,2654,3070 23RD ST,Porque Ninos Unidos,23RD ST,SIDEWALK,2,4,,"(37.7543287683, -122.413438308)"
0,0,2655,300 PAGE ST,San Francisco Zen Center,PAGE,SIDEWALK,2,4,,"(37.7738839481, -122.426055009)"
0,0,2656,300 SENECA AVE,San Miguel CDC,SENECA,SIDEWALK,2,4,,"(37.7217159482, -122.444903009)"
0,0,2657,2501 MARIPOSA ST,Slow Club,MARIPOSA,SIDEWALK,2,4,,"(37.7627809478, -122.408549009)"
0,0,2658,1170 MARKET ST,The Art Institute of California,MARKET,SIDEWALK,2,4,,"(37.7794969478, -122.414301008)"
0,0,2659,661 HOWARD ST,ThirstyBear Brewing,HOWARD,SIDEWALK,2,4,,"(37.7854859481, -122.399599009)"
0,0,2660,670 04TH ST,Walgreens,04TH ST,SIDEWALK,2,4,,"(37.7772329479, -122.395578008)"
0,0,2661,1658 MARKET ST,Zuni Cafe,MARKET,SIDEWALK,2,4,,"(37.7735997082, -122.421608209)"
0,0,2662,298 KING ST,Safeway,04TH ST,SIDEWALK,3,3,,"(37.7776419478, -122.393418009)"
0,0,2663,210 KING ST,Borders,KING,SIDEWALK,3,3,,"(37.7776269482, -122.393425009)"
0,0,2664,530 VALENCIA ST,Thai House 530,VALENCIA,SIDEWALK,1,2,,"(37.7643329475, -122.422128008)"
0,0,2665,3689 18TH ST,Dolores Park Chiropractic,18TH ST,SIDEWALK,1,2,,"(37.7613200875, -122.425710708)"
0,0,2666,2261 FILLMORE ST,Clay Theatre,FILLMORE,SIDEWALK,1,2,,"(37.7904559481, -122.434480008)"
0,0,2667,1365 VALENCIA ST,Dutailier,VALENCIA,SIDEWALK,1,2,,"(37.7511549476, -122.420222009)"
0,0,2668,555 FULTON ST,residential,FULTON,SIDEWALK,1,2,,"(37.7781679476, -122.425752008)"
0,0,2669,482 HAYES ST,Flipper's restaurant,HAYES,SIDEWALK,1,2,,"(37.7769149478, -122.424351009)"
0,0,2670,598 VALENCIA ST,El Toro Taqueria,VALENCIA,SIDEWALK,1,2,,"(37.763447948, -122.422043009)"
0,0,2671,762 VALENCIA ST,Cha-Ya restaurant,VALENCIA,SIDEWALK,1,2,,"(37.760752948, -122.421787009)"
0,0,2672,3030 20TH ST,Southern Exposure,20TH ST,SIDEWALK,1,2,,"(37.7593249483, -122.411282009)"
0,0,2673,1415 VALENCIA ST,Speesees,VALENCIA,SIDEWALK,1,2,,"(37.7502059483, -122.420131009)"
0,0,2674,3169 16TH ST,Artist Xchange,16TH ST,SIDEWALK,1,2,,"(37.7645219379, -122.423641109)"
0,0,2675,1436 POLK ST,Polk Street Boxing Gym,POLK,SIDEWALK,1,2,,"(37.790265948, -122.420299008)"
0,0,2676,607 HAIGHT ST,Vapor Room Cooperative,HAIGHT,SIDEWALK,1,2,,"(37.7716339476, -122.432311009)"
0,0,2677,3906 JUDAH ST,Judahlicious,JUDAH,SIDEWALK,1,2,,"(37.7606849482, -122.504083009)"
0,0,2678,510 VALENCIA ST,Five & Diamond,VALENCIA,SIDEWALK,1,2,,"(37.7646639483, -122.422160009)"
0,0,2679,473 VALENCIA ST,Clothes Contact,VALENCIA,SIDEWALK,1,2,,"(37.7654119482, -122.421747008)"
0,0,2680,699 VALENCIA ST,Taqueria El Buen Sabor,VALENCIA,SIDEWALK,1,2,,"(37.7618389476, -122.421482008)"
0,0,2681,1600 FOLSOM ST,Manora's Thai Cuisine,FOLSOM,SIDEWALK,1,2,,"(37.7708419482, -122.415290009)"
0,0,2682,1198 GUERRERO ST,24 Guerrero Cleaners,24TH ST,SIDEWALK,1,2,,"(37.752100948, -122.423204009)"
2013,1,2683,818 MISSION ST,Community Vocational Enterprises,MISSION,SIDEWALK,2,4,,"(37.7842959476, -122.405083009)"
0,0,2684,410 BUSH ST,Academy of Art University,BUSH ST,SIDEWALK,1,2,,"(37.7911699477, -122.404547008)"
0,0,2685,696 VALENCIA ST,Amore Animal Supply,VALENCIA,SIDEWALK,1,2,,"(37.7618129476, -122.421906008)"
0,0,2686,1128 VALENCIA ST,AptandUK,VALENCIA,SIDEWALK,1,2,,"(37.7546819482, -122.421200009)"
0,0,2687,646 CLAY ST,Balmoral Hotel,CLAY,SIDEWALK,1,2,,"(37.7945819477, -122.404007009)"
0,0,2688,668 CLAY ST,Balmoral Hotel North #2,CLAY,SIDEWALK,1,2,,"(37.7947409479, -122.404269009)"
0,0,2689,5075 03RD ST,Bayview Library Branch,REVERE,SIDEWALK,1,2,,"(37.7324529482, -122.391023008)"
0,0,2690,3801 03RD ST,Bayview Plaza,03RD ST,SIDEWALK,1,2,,"(37.7419399478, -122.387432008)"
0,0,2691,5927 CALIFORNIA ST,Bazaar Cafe,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7838249478, -122.481196009)"
0,0,2692,3914 JUDAH ST,Beach Burrito,JUDAH,SIDEWALK,1,2,,"(37.7606849482, -122.504083009)"
0,0,2693,3639 18TH ST,Bi-Rite Market,18TH ST,SIDEWALK,1,2,,"(37.7612849478, -122.424680008)"
0,0,2694,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,,"(37.7776039475, -122.422764009)"
0,0,2695,916 KEARNY,Cafe Zoetrope,KEARNY,SIDEWALK,1,2,,"(37.7965348082, -122.405021208)"
0,0,2696,3153 16TH ST,Candystore Collective,16TH ST,SIDEWALK,1,2,,"(37.7646179483, -122.423201008)"
0,0,2697,4019 JUDAH ST,Celia's By the Beach,JUDAH,SIDEWALK,1,2,,"(37.7602437377, -122.505204809)"
0,0,2698,425 CALIFORNIA ST,Chase Building,CALIFORNIA ST,SIDEWALK,1,2,,"(37.7927959482, -122.401353009)"
0,0,2699,401 HAYES ST,Christopher Elbow Artisan Chocolates,HAYES,SIDEWALK,1,2,,"(37.7767169482, -122.423128009)"
0,0,2700,1351 HARRISON ST,Circle Community Acupuncture,HARRISON,SIDEWALK,1,2,,"(37.7718649483, -122.410613008)"
0,0,2701,518 DIVISADERO ST,Citi Beauty Skin Care,DIVISADERO,SIDEWALK,1,2,,"(37.7744322076, -122.437343409)"
0,0,2702,3579 17TH ST,Critter Salon,17TH ST,SIDEWALK,1,2,,"(37.7628989475, -122.425616008)"
2015,1,2703,699 08TH ST,Zynga HQ,08TH ST,SIDEWALK,3,6,,"(37.7749294483, -122.419415509)"
0,0,2704,131 SOUTH VAN NESS AVE,Dainese,S VAN NESS,SIDEWALK,1,2,,"(37.7713429483, -122.417635008)"
0,0,2705,201 VAN NESS AVE,Davies Symphony Hall,VAN NESS,SIDEWALK,1,2,,"(37.7774409479, -122.419994009)"
0,0,2706,3621 18TH ST,Delfina,18TH ST,SIDEWALK,1,2,,"(37.7613619477, -122.424189009)"
0,0,2707,48 VICENTE ST,dental office,VICENTE,SIDEWALK,1,2,,"(37.7397276278, -122.466631008)"
0,0,2708,900 VALENCIA ST,Dog Eared Books,20TH ST,SIDEWALK,1,2,,"(37.7582546879, -122.421520309)"
0,0,2709,455 DOLORES ST,Dolores Park Church,DOLORES,SIDEWALK,1,2,,"(37.7620779475, -122.425754008)"
0,0,2710,4820 03RD ST,Ebony Beauty Supply,03RD ST,SIDEWALK,1,2,,"(37.7345889477, -122.391116008)"
0,0,2711,3047 24TH ST,Esoterica Gitana,TREAT,SIDEWALK,1,2,,"(37.7523876476, -122.412760508)"
0,0,2712,2318 FILLMORE ST,"Eye Research Institute, Smith-Kettlewell",FILLMORE,SIDEWALK,1,2,,"(37.7911849477, -122.433910009)"
0,0,2713,1362 STOCKTON ST,Fancy Wheat Field Bakery,STOCKTON,SIDEWALK,1,2,,"(37.7984319477, -122.408421008)"
0,0,2714,1315 18TH ST,Farley's,18TH ST,SIDEWALK,1,2,,"(37.762451948, -122.395966009)"
0,0,2715,870 MARKET ST,Flood Building,MARKET,SIDEWALK,1,2,,"(37.7851109476, -122.407423008)"
0,0,2716,433 SOUTH VAN NESS AVE,Flying Pig Bistro,VAN NESS,SIDEWALK,1,2,,"(37.7663559483, -122.417240009)"
0,0,2717,672 STANYAN ST,Flywheel Coffee Roasters,STANYAN ST,SIDEWALK,1,2,,"(37.7697071775, -122.453326509)"
2013,1,2718,835 MARKET ST,Westfield,MISSION,SIDEWALK,2,4,,"(37.7843969483, -122.406404009)"
0,0,2719,1390 MARKET ST,Fox Plaza,MARKET,SIDEWALK,1,2,,"(37.7772239481, -122.417361009)"
0,0,2720,136 KING ST,Garcia & Maggini Co.,KING,SIDEWALK,1,2,,"(37.7792999479, -122.390656009)"
0,0,2721,1599 HOWARD ST,Gaslamp,12TH ST,SIDEWALK,1,2,,"(37.771758948, -122.416550008)"
0,0,2722,685 CHENERY ST,Glen Park Hardware,CHENERY,SIDEWALK,1,2,,"(37.7343499478, -122.433618009)"
0,0,2723,5131 03RD ST,Golden City Chinese Cuisine,03RD ST,SIDEWALK,1,2,,"(37.7318459478, -122.391394008)"
0,0,2724,3980 24TH ST,Green 11,24TH ST,SIDEWALK,1,2,,"(37.7516975377, -122.431444008)"
0,0,2725,2239 POLK ST,Greens Sports Bar,POLK,SIDEWALK,1,2,,"(37.7975479482, -122.422361009)"
0,0,2726,191 08TH ST,Harvest Urban Market,08TH ST,SIDEWALK,1,2,,"(37.776807948, -122.411474009)"
2013,1,2727,858 FOLSOM ST,Jamber,MISSION,SIDEWALK,1,2,,"(37.7811459476, -122.402668009)"
0,0,2728,3489 16TH ST,Ike's Place,16TH ST,SIDEWALK,1,2,,"(37.7641579482, -122.430570009)"
0,0,2729,2898 SLOAT BLVD,John's Ocean Beach Cafe,SLOAT,SIDEWALK,1,2,,"(37.7358539481, -122.504737009)"
0,0,2730,524 VALENCIA ST,Limon Rotisserie,VALENCIA,SIDEWALK,1,2,,"(37.7644149479, -122.422136008)"
0,0,2731,320 11TH ST,Liqour Store,11TH ST,SIDEWALK,1,2,,"(37.7712809482, -122.413686009)"
0,0,2732,1100 VALENCIA ST,Lucca Raviola,VALENCIA,SIDEWALK,1,2,,"(37.7551709481, -122.421210009)"
0,0,2733,2140 MARKET ST,Lucky 13 Bar,MARKET,SIDEWALK,1,2,,"(37.7671939476, -122.429876009)"
0,0,2734,3705 17TH ST,LyttleáChiropractic,17TH ST,SIDEWALK,1,2,,"(37.7626959479, -122.428727009)"
0,0,2735,500 DIVISADERO ST,Madrone Lounge,DIVISADERO,SIDEWALK,1,2,,"(37.7742219476, -122.437364009)"
0,0,2736,290 SANCHEZ ST,Makli Restaurant,SANCHEZ,SIDEWALK,1,2,,"(37.7645392576, -122.431214609)"
0,0,2737,508 VALENCIA ST,Mariachi's Taqueria,VALENCIA,SIDEWALK,1,2,,"(37.7646639483, -122.422160009)"
0,0,2738,159 LINDA ST,Mission Pool,LINDA,SIDEWALK,1,2,,"(37.7593047877, -122.422387509)"
0,0,2739,300 DE HARO ST,mulitple,DE HARO,SIDEWALK,1,2,,"(37.7657249483, -122.402024009)"
0,0,2740,156 02ND ST,multiple,02ND ST,SIDEWALK,1,2,,"(37.7870988583, -122.399101109)"
0,0,2741,1 BUSH ST,multiple,MARKET,SIDEWALK,1,2,,"(37.7909219476, -122.400100009)"
0,0,2742,560 DIVISADERO ST,Nopa,DIVISADERO,SIDEWALK,1,2,,"(37.7748339481, -122.437469009)"
0,0,2743,448 GROVE ST,Oxenrose salon,GROVE,SIDEWALK,1,2,,"(37.7778849475, -122.424119009)"
0,0,2744,661 DIVISADERO ST,Plant It Earth Store,DIVISADERO,SIDEWALK,1,2,,"(37.7757439482, -122.438287009)"
0,0,2745,1793 CHURCH ST,Pomelo,CHURCH,SIDEWALK,1,2,,"(37.7423536975, -122.426347109)"
0,0,2746,2800 24TH ST,Pop's Bar,YORK,SIDEWALK,1,2,,"(37.7530379977, -122.408398708)"
2013,1,2747,868 MISSION ST,Wichcraft,MISSION,SIDEWALK,4,8,,"(37.7841003382, -122.406144608)"
0,0,2748,4744 03RD ST,Positive Directiond Equals Change,03RD ST,SIDEWALK,1,2,,"(37.7351199478, -122.390942009)"
0,0,2749,300 DE HARO ST,Potrero Depot Cleaners,DE HARO,SIDEWALK,1,2,,"(37.7657249483, -122.402024009)"
0,0,2750,1616 20TH ST,Potrero Hill Library,20TH ST,SIDEWALK,1,2,,"(37.7601359482, -122.397664009)"
0,0,2751,3984 24TH ST,residential,24TH ST,SIDEWALK,1,2,,"(37.7516975377, -122.431444008)"
0,0,2752,1351 MCALLISTER ST,residential,MCALLISTER,SIDEWALK,1,2,,"(37.7780339477, -122.434207008)"
0,0,2753,293 08TH ST,residential,08TH ST,SIDEWALK,1,2,,"(37.7752961278, -122.410074209)"
0,0,2754,547 CLAYTON ST,residential,CLAYTON,SIDEWALK,1,2,,"(37.7703949477, -122.449007009)"
2013,1,2755,925 MISSION ST,The Hub and Intersection for the Arts,MISSION,SIDEWALK,4,8,,"(37.782153948, -122.406601009)"
0,0,2756,551 DIVISADERO ST,Roland Feller - Violin Makers,DIVISADERO,SIDEWALK,1,2,,"(37.7746933777, -122.438025209)"
0,0,2757,3135 16TH ST,Sam's Shoe Service,16TH ST,SIDEWALK,1,2,,"(37.7646499477, -122.422665008)"
0,0,2758,300 DE HARO ST,San Francisco Center for the Book,16TH ST,SIDEWALK,1,2,,"(37.7657249483, -122.402024009)"
0,0,2759,1727 HAIGHT ST,Second Act,HAIGHT,SIDEWALK,1,2,,"(37.7692095379, -122.451205908)"
2013,1,2760,950 MISSION ST,Barbary Coast,MISSION,SIDEWALK,1,2,,"(37.7820559479, -122.407859009)"
